date,commune_id,day_rel,post,homicides,homicide_type,public_transport_users,night_lights,police_patrols,temperature_c,rain_mm
2020-02-06,17,-44,0,2,sym,1091,22.692742560363225,4,24.78805998442139,0
2020-02-06,18,-44,0,1,asym,904,19.67897857568025,8,24.78805998442139,0
2020-02-06,19,-44,0,4,asym,1344,21.031610786103922,6,24.78805998442139,0
2020-02-06,20,-44,0,0,asym,1512,19.909959508890715,7,24.78805998442139,0
2020-02-06,21,-44,0,1,asym,1059,17.304946923486412,5,24.78805998442139,0
2020-02-06,22,-44,0,1,asym,1056,22.822159709854905,5,24.78805998442139,0
2020-02-07,1,-43,0,3,sym,1384,17.72619117757522,5,24.372198271079924,1.5614975904997248
2020-02-07,2,-43,0,1,sym,1291,20.71876882016457,5,24.372198271079924,1.5614975904997248
2020-02-07,3,-43,0,2,asym,1476,22.909731623382598,5,24.372198271079924,1.5614975904997248
2020-02-07,4,-43,0,3,asym,1314,20.911906109039847,7,24.372198271079924,1.5614975904997248
2020-02-07,5,-43,0,3,asym,1062,18.66851025152951,5,24.372198271079924,1.5614975904997248
2020-02-07,6,-43,0,2,asym,1132,20.570466826069776,5,24.372198271079924,1.5614975904997248
2020-02-07,7,-43,0,1,sym,1305,18.17389149818774,7,24.372198271079924,1.5614975904997248
2020-02-07,8,-43,0,0,sym,1436,20.15780995339621,4,24.372198271079924,1.5614975904997248
2020-02-07,9,-43,0,3,asym,1214,13.958800074575969,8,24.372198271079924,1.5614975904997248
2020-02-07,10,-43,0,7,sym,1055,21.635020435624103,5,24.372198271079924,1.5614975904997248
2020-02-07,11,-43,0,0,sym,960,21.022619885832036,10,24.372198271079924,1.5614975904997248
2020-02-07,12,-43,0,2,asym,1184,21.798352334246836,6,24.372198271079924,1.5614975904997248
2020-02-07,13,-43,0,1,sym,1109,17.519086953615687,5,24.372198271079924,1.5614975904997248
2020-02-07,14,-43,0,3,sym,1310,20.63254579896332,10,24.372198271079924,1.5614975904997248
2020-02-07,15,-43,0,4,sym,1612,19.847772845681497,7,24.372198271079924,1.5614975904997248
2020-02-07,16,-43,0,5,asym,1085,20.39585562076061,4,24.372198271079924,1.5614975904997248
2020-02-07,17,-43,0,1,asym,940,18.21549574271654,5,24.372198271079924,1.5614975904997248
2020-02-07,18,-43,0,0,sym,1411,17.981953998967224,8,24.372198271079924,1.5614975904997248
2020-02-07,19,-43,0,3,sym,989,18.49698826790278,6,24.372198271079924,1.5614975904997248
2020-02-07,20,-43,0,4,sym,1272,22.28452687302476,9,24.372198271079924,1.5614975904997248
2020-02-07,21,-43,0,3,sym,1224,19.815797167186442,5,24.372198271079924,1.5614975904997248
2020-02-07,22,-43,0,2,sym,1195,18.094627062532652,7,24.372198271079924,1.5614975904997248
2020-02-08,1,-42,0,3,sym,1041,19.301538145900505,3,25.602661386193173,0.22022356502869567
2020-02-08,2,-42,0,2,sym,1080,19.7587242966143,6,25.602661386193173,0.22022356502869567
2020-02-08,3,-42,0,1,asym,1455,16.955915218872438,2,25.602661386193173,0.22022356502869567
2020-02-08,4,-42,0,1,sym,1103,15.577520242991003,9,25.602661386193173,0.22022356502869567
2020-02-08,5,-42,0,4,asym,1162,19.695553798184122,6,25.602661386193173,0.22022356502869567
2020-02-08,6,-42,0,2,sym,1099,17.56758223800965,11,25.602661386193173,0.22022356502869567
2020-02-08,7,-42,0,2,sym,1042,22.171212037471282,5,25.602661386193173,0.22022356502869567
2020-02-08,8,-42,0,2,sym,1255,22.099339199579127,6,25.602661386193173,0.22022356502869567
2020-02-08,9,-42,0,6,asym,1150,23.107325915553123,3,25.602661386193173,0.22022356502869567
2020-02-08,10,-42,0,3,sym,1069,22.828400251049334,6,25.602661386193173,0.22022356502869567
2020-02-08,11,-42,0,9,asym,1157,18.86415147244424,6,25.602661386193173,0.22022356502869567
2020-02-08,12,-42,0,1,asym,1440,22.296337094403345,6,25.602661386193173,0.22022356502869567
2020-02-08,13,-42,0,0,sym,1467,19.172926930475278,5,25.602661386193173,0.22022356502869567
2020-02-08,14,-42,0,4,sym,1409,19.857685132235343,5,25.602661386193173,0.22022356502869567
2020-02-08,15,-42,0,2,sym,1234,19.36187799530033,7,25.602661386193173,0.22022356502869567
2020-02-08,16,-42,0,3,sym,1224,19.847380358271042,8,25.602661386193173,0.22022356502869567
2020-02-08,17,-42,0,1,asym,1376,18.41443258969377,6,25.602661386193173,0.22022356502869567
2020-02-08,18,-42,0,2,sym,1233,23.097485972892393,6,25.602661386193173,0.22022356502869567
2020-02-08,19,-42,0,1,sym,1216,17.9764085613224,5,25.602661386193173,0.22022356502869567
2020-02-08,20,-42,0,4,sym,990,22.500349548053684,5,25.602661386193173,0.22022356502869567
2020-02-08,21,-42,0,2,asym,1238,20.774989122558782,7,25.602661386193173,0.22022356502869567
2020-02-08,22,-42,0,1,sym,1197,16.5131984277345,9,25.602661386193173,0.22022356502869567
2020-02-09,1,-41,0,2,sym,1211,19.447348415145832,9,23.553478119971135,0.05023586450259776
2020-02-09,2,-41,0,2,sym,1044,21.86201475563789,1,23.553478119971135,0.05023586450259776
2020-02-09,3,-41,0,3,sym,1003,18.49912014932775,6,23.553478119971135,0.05023586450259776
2020-02-09,4,-41,0,3,sym,1170,18.43005085533871,8,23.553478119971135,0.05023586450259776
2020-02-09,5,-41,0,2,sym,1033,20.269966331132903,7,23.553478119971135,0.05023586450259776
2020-02-09,6,-41,0,2,sym,1246,22.091634042065547,6,23.553478119971135,0.05023586450259776
2020-02-09,7,-41,0,2,sym,1047,19.989840128261697,6,23.553478119971135,0.05023586450259776
2020-02-09,8,-41,0,1,sym,1042,22.033585323917478,5,23.553478119971135,0.05023586450259776
2020-02-09,9,-41,0,2,asym,1157,22.723416880005725,6,23.553478119971135,0.05023586450259776
2020-02-09,10,-41,0,4,asym,1167,23.36147131868665,6,23.553478119971135,0.05023586450259776
2020-02-09,11,-41,0,4,asym,1232,24.28938177873615,5,23.553478119971135,0.05023586450259776
2020-02-09,12,-41,0,3,sym,1356,20.344966733918305,6,23.553478119971135,0.05023586450259776
2020-02-09,13,-41,0,1,asym,1085,22.764563626298525,7,23.553478119971135,0.05023586450259776
2020-02-09,14,-41,0,1,asym,1125,22.489063788023117,4,23.553478119971135,0.05023586450259776
2020-02-09,15,-41,0,1,sym,1121,16.206204472875566,7,23.553478119971135,0.05023586450259776
2020-02-09,16,-41,0,3,sym,1193,17.609554909724345,6,23.553478119971135,0.05023586450259776
2020-02-09,17,-41,0,2,sym,974,20.45327167587788,8,23.553478119971135,0.05023586450259776
2020-02-09,18,-41,0,6,sym,1297,19.964975131831356,3,23.553478119971135,0.05023586450259776
2020-02-09,19,-41,0,2,sym,1309,20.046882630242532,9,23.553478119971135,0.05023586450259776
2020-02-09,20,-41,0,2,sym,1171,23.06490486827705,10,23.553478119971135,0.05023586450259776
2020-02-09,21,-41,0,0,asym,1170,18.611917183985472,6,23.553478119971135,0.05023586450259776
2020-02-09,22,-41,0,2,sym,1272,21.091397549578467,8,23.553478119971135,0.05023586450259776
2020-02-10,1,-40,0,2,asym,1421,21.193223327828395,10,24.66314526495031,2.957638553833992
2020-02-10,2,-40,0,2,sym,1222,21.492731521362533,7,24.66314526495031,2.957638553833992
2020-02-10,3,-40,0,0,sym,1614,18.990236671025933,5,24.66314526495031,2.957638553833992
2020-02-10,4,-40,0,0,sym,1260,18.67812254987858,4,24.66314526495031,2.957638553833992
2020-02-10,5,-40,0,6,sym,1268,20.655589770791238,4,24.66314526495031,2.957638553833992
2020-02-10,6,-40,0,3,asym,1422,21.368160681579702,5,24.66314526495031,2.957638553833992
2020-02-10,7,-40,0,1,asym,1197,21.011827088519265,5,24.66314526495031,2.957638553833992
2020-02-10,8,-40,0,0,sym,1182,16.428149375268397,9,24.66314526495031,2.957638553833992
2020-02-10,9,-40,0,3,sym,1227,22.817807069978016,4,24.66314526495031,2.957638553833992
2020-02-10,10,-40,0,3,sym,1309,18.061216641333306,2,24.66314526495031,2.957638553833992
2020-02-10,11,-40,0,2,sym,1057,16.05032743144579,7,24.66314526495031,2.957638553833992
2020-02-10,12,-40,0,4,sym,1149,19.311801562175564,5,24.66314526495031,2.957638553833992
2020-02-10,13,-40,0,1,asym,1077,19.400074373159093,8,24.66314526495031,2.957638553833992
2020-02-10,14,-40,0,1,asym,1008,22.481486021561384,10,24.66314526495031,2.957638553833992
2020-02-10,15,-40,0,5,asym,1009,17.69258306280529,4,24.66314526495031,2.957638553833992
2020-02-10,16,-40,0,2,sym,981,20.729317112896233,6,24.66314526495031,2.957638553833992
2020-02-10,17,-40,0,1,asym,1045,22.528478294845574,9,24.66314526495031,2.957638553833992
2020-02-10,18,-40,0,4,sym,1113,18.826553063446664,9,24.66314526495031,2.957638553833992
2020-02-10,19,-40,0,2,asym,1176,22.478376323161978,5,24.66314526495031,2.957638553833992
2020-02-10,20,-40,0,2,sym,1428,20.371568260881602,10,24.66314526495031,2.957638553833992
2020-02-10,21,-40,0,4,asym,1160,16.705462053594243,1,24.66314526495031,2.957638553833992
2020-02-10,22,-40,0,5,sym,1184,18.270346242561246,7,24.66314526495031,2.957638553833992
2020-02-11,1,-39,0,1,sym,1260,23.43596078348625,4,23.74544777948061,0
2020-02-11,2,-39,0,3,sym,1036,21.121194446965756,8,23.74544777948061,0
2020-02-11,3,-39,0,4,sym,1410,16.87891249072888,9,23.74544777948061,0
2020-02-11,4,-39,0,2,sym,1247,20.216520855607985,1,23.74544777948061,0
2020-02-11,5,-39,0,2,asym,1095,22.7691418920872,6,23.74544777948061,0
2020-02-11,6,-39,0,0,sym,1221,17.846430754612364,5,23.74544777948061,0
2020-02-11,7,-39,0,2,asym,1242,18.733838778787277,8,23.74544777948061,0
2020-02-11,8,-39,0,4,sym,1271,17.718669703770413,4,23.74544777948061,0
2020-02-11,9,-39,0,7,sym,1263,17.60907887983899,3,23.74544777948061,0
2020-02-11,10,-39,0,1,sym,1193,18.820640746797398,5,23.74544777948061,0
2020-02-11,11,-39,0,6,sym,1424,22.325348714388838,6,23.74544777948061,0
2020-02-11,12,-39,0,1,sym,1272,23.644440839919913,8,23.74544777948061,0
2020-02-11,13,-39,0,6,asym,1274,19.924677654775333,2,23.74544777948061,0
2020-02-11,14,-39,0,2,sym,1284,18.451867803873434,3,23.74544777948061,0
2020-02-11,15,-39,0,2,asym,1316,19.67827241430975,8,23.74544777948061,0
2020-02-11,16,-39,0,3,asym,1128,21.094470493515267,7,23.74544777948061,0
2020-02-11,17,-39,0,3,asym,1065,20.56114389198628,5,23.74544777948061,0
2020-02-11,18,-39,0,2,asym,886,22.38539806691196,3,23.74544777948061,0
2020-02-11,19,-39,0,2,sym,1380,21.62043918340205,7,23.74544777948061,0
2020-02-11,20,-39,0,4,sym,1151,18.53958034512348,10,23.74544777948061,0
2020-02-11,21,-39,0,3,sym,1150,18.36866374382466,7,23.74544777948061,0
2020-02-11,22,-39,0,3,asym,1061,18.29288450947096,7,23.74544777948061,0
2020-02-12,1,-38,0,2,sym,1005,22.302861698106113,6,25.36864607933321,1.3009191290247313
2020-02-12,2,-38,0,2,sym,1190,18.425660779726304,5,25.36864607933321,1.3009191290247313
2020-02-12,3,-38,0,2,sym,1555,19.550086416360106,4,25.36864607933321,1.3009191290247313
2020-02-12,4,-38,0,3,asym,1067,22.63867136761658,6,25.36864607933321,1.3009191290247313
2020-02-12,5,-38,0,3,sym,1242,20.23379954982363,5,25.36864607933321,1.3009191290247313
2020-02-12,6,-38,0,0,asym,1272,18.934255292948656,9,25.36864607933321,1.3009191290247313
2020-02-12,7,-38,0,1,sym,1659,22.125288304765384,3,25.36864607933321,1.3009191290247313
2020-02-12,8,-38,0,5,sym,1417,19.678397782981467,9,25.36864607933321,1.3009191290247313
2020-02-12,9,-38,0,1,sym,1385,18.528753127082457,8,25.36864607933321,1.3009191290247313
2020-02-12,10,-38,0,3,asym,1274,19.41875273090559,6,25.36864607933321,1.3009191290247313
2020-02-12,11,-38,0,3,sym,1239,21.60788988926349,2,25.36864607933321,1.3009191290247313
2020-02-12,12,-38,0,2,asym,1148,19.950275787742957,8,25.36864607933321,1.3009191290247313
2020-02-12,13,-38,0,2,asym,984,20.97371975398098,3,25.36864607933321,1.3009191290247313
2020-02-12,14,-38,0,1,sym,1207,21.439909474916114,6,25.36864607933321,1.3009191290247313
2020-02-12,15,-38,0,1,asym,1050,19.905658611782002,7,25.36864607933321,1.3009191290247313
2020-02-12,16,-38,0,4,asym,1338,21.063618438906914,6,25.36864607933321,1.3009191290247313
2020-02-12,17,-38,0,3,asym,1320,20.410558473173648,4,25.36864607933321,1.3009191290247313
2020-02-12,18,-38,0,2,sym,1316,23.15195446588018,9,25.36864607933321,1.3009191290247313
2020-02-12,19,-38,0,1,sym,1015,19.537358113830294,6,25.36864607933321,1.3009191290247313
2020-02-12,20,-38,0,1,sym,1190,19.02068172837254,2,25.36864607933321,1.3009191290247313
2020-02-12,21,-38,0,1,asym,1216,20.037253630843264,10,25.36864607933321,1.3009191290247313
2020-02-12,22,-38,0,2,sym,1354,22.162512813549483,7,25.36864607933321,1.3009191290247313
2020-02-13,1,-37,0,0,sym,1281,20.602870190280697,4,24.26193156164854,0
2020-02-13,2,-37,0,2,asym,1152,20.759931638220753,5,24.26193156164854,0
2020-02-13,3,-37,0,1,sym,1163,17.871741974960756,7,24.26193156164854,0
2020-02-13,4,-37,0,3,asym,1278,17.542521883786407,6,24.26193156164854,0
2020-02-13,5,-37,0,1,asym,1229,20.96012940370919,6,24.26193156164854,0
2020-02-13,6,-37,0,3,asym,1014,20.9160668704368,5,24.26193156164854,0
2020-02-13,7,-37,0,2,asym,1283,17.993635262049565,7,24.26193156164854,0
2020-02-13,8,-37,0,2,sym,962,15.878946702492994,7,24.26193156164854,0
2020-02-13,9,-37,0,2,asym,1137,19.111426726973175,6,24.26193156164854,0
2020-02-13,10,-37,0,3,asym,846,19.715272320890154,7,24.26193156164854,0
2020-02-13,11,-37,0,4,sym,1306,22.437832589272347,6,24.26193156164854,0
2020-02-13,12,-37,0,1,asym,1217,20.94284630733549,7,24.26193156164854,0
2020-02-13,13,-37,0,3,sym,1070,19.750123293638758,7,24.26193156164854,0
2020-02-13,14,-37,0,1,asym,1205,24.806381625204903,8,24.26193156164854,0
2020-02-13,15,-37,0,1,asym,912,18.8707909524253,7,24.26193156164854,0
2020-02-13,16,-37,0,1,sym,1319,21.227846120652988,8,24.26193156164854,0
2020-02-13,17,-37,0,2,sym,1021,18.270808074330954,7,24.26193156164854,0
2020-02-13,18,-37,0,1,sym,1128,20.55244342683558,7,24.26193156164854,0
2020-02-13,19,-37,0,5,asym,1198,22.251627723788893,4,24.26193156164854,0
2020-02-13,20,-37,0,1,sym,1157,24.353020684171298,4,24.26193156164854,0
2020-02-13,21,-37,0,3,sym,1447,21.472301779437164,5,24.26193156164854,0
2020-02-13,22,-37,0,2,asym,1250,21.6388668932993,4,24.26193156164854,0
2020-02-14,1,-36,0,5,asym,1586,18.956937663822814,6,24.821993249666566,8.811117107241992
2020-02-14,2,-36,0,4,sym,1315,23.83674769006047,7,24.821993249666566,8.811117107241992
2020-02-14,3,-36,0,2,asym,1550,21.28407543240612,9,24.821993249666566,8.811117107241992
2020-02-14,4,-36,0,1,sym,1215,17.569946537018673,5,24.821993249666566,8.811117107241992
2020-02-14,5,-36,0,6,asym,1246,21.379325682326506,4,24.821993249666566,8.811117107241992
2020-02-14,6,-36,0,1,asym,1118,19.093362532657153,6,24.821993249666566,8.811117107241992
2020-02-14,7,-36,0,1,sym,1106,19.911728678080465,7,24.821993249666566,8.811117107241992
2020-02-14,8,-36,0,2,sym,1227,18.977644181487832,6,24.821993249666566,8.811117107241992
