colegio_id,anio,Y,D,tratado,post
42,2015,291.54,1,1,1
42,2016,300.23,1,1,1
42,2017,299.99,1,1,1
43,2013,257.47,0,0,0
43,2014,246.47,0,0,0
43,2015,254.39,0,0,1
43,2016,262.12,0,0,1
43,2017,250.87,0,0,1
44,2013,301.91,0,1,0
44,2014,304.64,0,1,0
44,2015,324.3,1,1,1
44,2016,319.76,1,1,1
44,2017,329.49,1,1,1
45,2013,293.23,0,1,0
45,2014,299.66,0,1,0
45,2015,313.8,1,1,1
45,2016,314.02,1,1,1
45,2017,316.56,1,1,1
46,2013,261.13,0,0,0
46,2014,263.92,0,0,0
46,2015,261.29,0,0,1
46,2016,263.51,0,0,1
46,2017,260.44,0,0,1
47,2013,282.97,0,1,0
47,2014,286.94,0,1,0
47,2015,288.75,1,1,1
47,2016,295.89,1,1,1
47,2017,297.33,1,1,1
48,2013,261.22,0,0,0
48,2014,268.51,0,0,0
48,2015,266.01,0,0,1
48,2016,269.35,0,0,1
48,2017,273.26,0,0,1
49,2013,283.56,0,0,0
49,2014,289.63,0,0,0
49,2015,287.55,0,0,1
49,2016,284.99,0,0,1
49,2017,287.78,0,0,1
50,2013,300.15,0,0,0
50,2014,304.86,0,0,0
50,2015,312.75,0,0,1
50,2016,307.33,0,0,1
50,2017,331.65,0,0,1
51,2013,248.94,0,1,0
51,2014,258.75,0,1,0
51,2015,263.27,1,1,1
51,2016,265.89,1,1,1
51,2017,273.3,1,1,1
52,2013,293.02,0,0,0
52,2014,297.43,0,0,0
52,2015,309.15,0,0,1
52,2016,300.63,0,0,1
52,2017,311.23,0,0,1
53,2013,265.95,0,1,0
53,2014,268.67,0,1,0
53,2015,295.03,1,1,1
53,2016,281.5,1,1,1
53,2017,289.2,1,1,1
54,2013,272.11,0,0,0
54,2014,268.4,0,0,0
54,2015,277.15,0,0,1
54,2016,272.73,0,0,1
54,2017,271.86,0,0,1
55,2013,301.59,0,1,0
55,2014,295.87,0,1,0
55,2015,307.48,1,1,1
55,2016,306.97,1,1,1
55,2017,316.01,1,1,1
56,2013,288.53,0,1,0
56,2014,299.5,0,1,0
56,2015,308.59,1,1,1
56,2016,315.9,1,1,1
56,2017,310.65,1,1,1
57,2013,280.58,0,1,0
57,2014,273.33,0,1,0
57,2015,297.05,1,1,1
57,2016,300.77,1,1,1
57,2017,297.23,1,1,1
58,2013,269.1,0,0,0
58,2014,272.91,0,0,0
58,2015,272.34,0,0,1
58,2016,278.69,0,0,1
58,2017,276.07,0,0,1
59,2013,288.91,0,0,0
59,2014,286.47,0,0,0
59,2015,285.83,0,0,1
59,2016,296.35,0,0,1
59,2017,289.69,0,0,1
60,2013,292.17,0,0,0
60,2014,291.61,0,0,0
60,2015,298.38,0,0,1
60,2016,311.05,0,0,1
60,2017,295.93,0,0,1
61,2013,259.92,0,0,0
61,2014,257.26,0,0,0
61,2015,270.35,0,0,1
61,2016,263.89,0,0,1
61,2017,256.88,0,0,1
62,2013,273.4,0,0,0
62,2014,281.59,0,0,0
62,2015,278.79,0,0,1
62,2016,278.81,0,0,1
62,2017,283.43,0,0,1
63,2013,260.14,0,0,0
63,2014,255.74,0,0,0
63,2015,273.0,0,0,1
63,2016,264.72,0,0,1
63,2017,265.85,0,0,1
64,2013,274.11,0,1,0
64,2014,271.62,0,1,0
64,2015,291.44,1,1,1
64,2016,284.96,1,1,1
64,2017,299.66,1,1,1
65,2013,279.34,0,0,0
65,2014,268.17,0,0,0
65,2015,291.04,0,0,1
65,2016,285.74,0,0,1
65,2017,278.28,0,0,1
66,2013,303.5,0,0,0
66,2014,297.51,0,0,0
66,2015,308.79,0,0,1
66,2016,303.16,0,0,1
66,2017,312.77,0,0,1
67,2013,306.94,0,1,0
67,2014,322.0,0,1,0
67,2015,318.57,1,1,1
67,2016,326.98,1,1,1
67,2017,322.96,1,1,1
68,2013,256.7,0,0,0
68,2014,261.89,0,0,0
68,2015,256.65,0,0,1
68,2016,258.48,0,0,1
68,2017,260.21,0,0,1
69,2013,302.53,0,1,0
69,2014,299.24,0,1,0
69,2015,306.16,1,1,1
69,2016,308.67,1,1,1
69,2017,318.91,1,1,1
70,2013,273.79,0,1,0
70,2014,284.06,0,1,0
70,2015,299.66,1,1,1
70,2016,297.41,1,1,1
70,2017,305.38,1,1,1
71,2013,312.48,0,0,0
71,2014,308.87,0,0,0
71,2015,318.33,0,0,1
71,2016,319.94,0,0,1
71,2017,323.84,0,0,1
72,2013,272.15,0,0,0
72,2014,281.44,0,0,0
72,2015,273.73,0,0,1
72,2016,283.1,0,0,1
72,2017,287.75,0,0,1
73,2013,272.1,0,0,0
73,2014,271.8,0,0,0
73,2015,268.94,0,0,1
73,2016,266.86,0,0,1
73,2017,275.89,0,0,1
74,2013,272.04,0,0,0
74,2014,271.61,0,0,0
74,2015,269.12,0,0,1
74,2016,274.66,0,0,1
74,2017,283.95,0,0,1
75,2013,290.84,0,1,0
75,2014,286.55,0,1,0
75,2015,298.0,1,1,1
75,2016,297.37,1,1,1
75,2017,304.52,1,1,1
76,2013,246.31,0,0,0
76,2014,260.83,0,0,0
76,2015,255.21,0,0,1
76,2016,257.16,0,0,1
76,2017,269.29,0,0,1
77,2013,270.64,0,1,0
77,2014,276.02,0,1,0
77,2015,291.56,1,1,1
77,2016,282.31,1,1,1
77,2017,293.82,1,1,1
78,2013,225.29,0,0,0
78,2014,241.66,0,0,0
78,2015,234.22,0,0,1
78,2016,241.35,0,0,1
78,2017,245.52,0,0,1
79,2013,262.57,0,0,0
79,2014,270.35,0,0,0
79,2015,266.48,0,0,1
79,2016,274.39,0,0,1
79,2017,272.72,0,0,1
80,2013,291.76,0,1,0
80,2014,286.8,0,1,0
80,2015,295.11,1,1,1
80,2016,302.32,1,1,1
80,2017,299.76,1,1,1
81,2013,288.48,0,1,0
81,2014,283.84,0,1,0
81,2015,302.66,1,1,1
81,2016,293.21,1,1,1
81,2017,300.31,1,1,1
82,2013,254.5,0,0,0
82,2014,252.69,0,0,0
82,2015,249.44,0,0,1
82,2016,254.52,0,0,1
82,2017,255.49,0,0,1
83,2013,285.49,0,1,0
83,2014,285.49,0,1,0
83,2015,293.37,1,1,1
83,2016,294.3,1,1,1
83,2017,305.21,1,1,1
84,2013,308.88,0,1,0
84,2014,310.01,0,1,0
84,2015,325.62,1,1,1
84,2016,328.88,1,1,1
84,2017,330.22,1,1,1
85,2013,268.05,0,0,0
85,2014,267.09,0,0,0
85,2015,271.86,0,0,1
85,2016,281.56,0,0,1
85,2017,273.84,0,0,1
86,2013,288.98,0,0,0
86,2014,293.79,0,0,0
86,2015,292.88,0,0,1
86,2016,300.89,0,0,1
86,2017,306.72,0,0,1
87,2013,290.61,0,1,0
87,2014,296.99,0,1,0
87,2015,306.86,1,1,1
87,2016,305.86,1,1,1
87,2017,307.22,1,1,1
88,2013,273.1,0,0,0
88,2014,278.34,0,0,0
88,2015,277.5,0,0,1
88,2016,285.55,0,0,1
88,2017,280.43,0,0,1
89,2013,311.21,0,0,0
89,2014,312.2,0,0,0
89,2015,308.61,0,0,1
89,2016,317.38,0,0,1
89,2017,319.92,0,0,1
90,2013,296.52,0,1,0
90,2014,281.08,0,1,0
90,2015,286.97,1,1,1
90,2016,299.72,1,1,1
90,2017,303.67,1,1,1
91,2013,284.98,0,0,0
91,2014,285.63,0,0,0
91,2015,279.75,0,0,1
91,2016,283.1,0,0,1
91,2017,274.27,0,0,1
92,2013,273.47,0,1,0
92,2014,279.24,0,1,0
92,2015,289.89,1,1,1
92,2016,284.96,1,1,1
92,2017,290.1,1,1,1
93,2013,278.0,0,1,0
93,2014,282.12,0,1,0
93,2015,282.34,1,1,1
93,2016,290.15,1,1,1
93,2017,290.68,1,1,1
94,2013,324.88,0,1,0
94,2014,336.73,0,1,0
94,2015,350.52,1,1,1
94,2016,350.48,1,1,1
94,2017,352.9,1,1,1
95,2013,249.33,0,1,0
95,2014,253.32,0,1,0
95,2015,264.05,1,1,1
95,2016,276.19,1,1,1
95,2017,272.32,1,1,1
96,2013,258.05,0,1,0
96,2014,258.28,0,1,0
96,2015,261.44,1,1,1
96,2016,268.99,1,1,1
96,2017,275.18,1,1,1
97,2013,349.25,0,1,0
97,2014,348.81,0,1,0
97,2015,351.47,1,1,1
97,2016,354.08,1,1,1
97,2017,370.33,1,1,1
98,2013,297.04,0,0,0
98,2014,301.31,0,0,0
98,2015,303.62,0,0,1
98,2016,301.4,0,0,1
98,2017,312.82,0,0,1
99,2013,286.19,0,0,0
99,2014,291.19,0,0,0
99,2015,286.81,0,0,1
99,2016,284.35,0,0,1
99,2017,293.94,0,0,1
100,2013,306.52,0,0,0
100,2014,304.75,0,0,0
100,2015,307.53,0,0,1
100,2016,318.71,0,0,1
100,2017,326.73,0,0,1
101,2013,300.35,0,1,0
101,2014,305.8,0,1,0
101,2015,310.38,1,1,1
101,2016,313.35,1,1,1
101,2017,321.79,1,1,1
102,2013,284.64,0,1,0
102,2014,286.06,0,1,0
102,2015,300.88,1,1,1
102,2016,305.45,1,1,1
102,2017,311.83,1,1,1
103,2013,296.14,0,1,0
103,2014,298.83,0,1,0
103,2015,304.2,1,1,1
103,2016,315.74,1,1,1
103,2017,310.16,1,1,1
104,2013,267.21,0,0,0
104,2014,264.77,0,0,0
104,2015,260.14,0,0,1
104,2016,272.3,0,0,1
104,2017,274.59,0,0,1
105,2013,251.49,0,0,0
105,2014,249.14,0,0,0
105,2015,252.84,0,0,1
105,2016,261.72,0,0,1
105,2017,263.02,0,0,1
106,2013,300.05,0,1,0
106,2014,298.8,0,1,0
106,2015,308.49,1,1,1
106,2016,315.76,1,1,1
106,2017,319.53,1,1,1
107,2013,249.72,0,0,0
107,2014,262.83,0,0,0
107,2015,252.79,0,0,1
107,2016,256.9,0,0,1
107,2017,248.78,0,0,1
108,2013,315.67,0,1,0
108,2014,311.54,0,1,0
108,2015,329.89,1,1,1
108,2016,329.88,1,1,1
108,2017,330.81,1,1,1
109,2013,286.52,0,1,0
109,2014,293.02,0,1,0
109,2015,298.09,1,1,1
109,2016,302.95,1,1,1
109,2017,311.46,1,1,1
110,2013,256.67,0,0,0
110,2014,255.98,0,0,0
110,2015,259.88,0,0,1
110,2016,258.6,0,0,1
110,2017,263.86,0,0,1
111,2013,278.35,0,1,0
111,2014,286.44,0,1,0
111,2015,290.28,1,1,1
111,2016,300.88,1,1,1
111,2017,300.68,1,1,1
112,2013,281.91,0,1,0
112,2014,291.59,0,1,0
112,2015,301.13,1,1,1
112,2016,305.75,1,1,1
112,2017,302.95,1,1,1
113,2013,264.84,0,0,0
113,2014,273.27,0,0,0
113,2015,277.22,0,0,1
113,2016,274.86,0,0,1
113,2017,281.36,0,0,1
114,2013,288.96,0,0,0
114,2014,281.51,0,0,0
114,2015,272.32,0,0,1
114,2016,282.49,0,0,1
114,2017,280.55,0,0,1
115,2013,295.61,0,1,0
115,2014,300.97,0,1,0
115,2015,317.36,1,1,1
115,2016,316.2,1,1,1
115,2017,314.72,1,1,1
116,2013,264.8,0,0,0
116,2014,271.19,0,0,0
116,2015,267.71,0,0,1
116,2016,269.38,0,0,1
116,2017,277.81,0,0,1
117,2013,294.32,0,1,0
117,2014,301.4,0,1,0
117,2015,307.52,1,1,1
117,2016,314.08,1,1,1
117,2017,320.47,1,1,1
118,2013,278.0,0,1,0
118,2014,273.95,0,1,0
118,2015,284.89,1,1,1
118,2016,287.31,1,1,1
118,2017,290.99,1,1,1
119,2013,294.89,0,0,0
119,2014,298.16,0,0,0
119,2015,310.56,0,0,1
119,2016,301.14,0,0,1
119,2017,304.24,0,0,1
120,2013,280.38,0,1,0
120,2014,276.64,0,1,0
120,2015,288.14,1,1,1
120,2016,294.59,1,1,1
120,2017,291.49,1,1,1
121,2013,297.55,0,0,0
121,2014,289.76,0,0,0
121,2015,288.05,0,0,1
121,2016,297.21,0,0,1
121,2017,306.26,0,0,1
122,2013,282.45,0,0,0
122,2014,285.26,0,0,0
122,2015,282.11,0,0,1
122,2016,279.17,0,0,1
122,2017,282.15,0,0,1
123,2013,306.5,0,1,0
123,2014,302.05,0,1,0
123,2015,314.9,1,1,1
123,2016,314.2,1,1,1
123,2017,312.82,1,1,1
124,2013,255.07,0,0,0
124,2014,261.81,0,0,0
124,2015,267.88,0,0,1
124,2016,270.29,0,0,1
124,2017,260.58,0,0,1
125,2013,272.04,0,0,0
125,2014,267.85,0,0,0
125,2015,283.9,0,0,1
125,2016,277.88,0,0,1
125,2017,275.78,0,0,1
126,2013,299.71,0,1,0
126,2014,296.72,0,1,0
126,2015,318.62,1,1,1
126,2016,313.77,1,1,1
126,2017,316.74,1,1,1
127,2013,288.29,0,0,0
127,2014,292.66,0,0,0
127,2015,294.37,0,0,1
127,2016,294.94,0,0,1
127,2017,298.12,0,0,1
128,2013,257.59,0,0,0
128,2014,260.41,0,0,0
128,2015,262.15,0,0,1
128,2016,267.75,0,0,1
128,2017,271.28,0,0,1
129,2013,310.17,0,1,0
129,2014,308.57,0,1,0
129,2015,331.4,1,1,1
129,2016,321.43,1,1,1
129,2017,322.42,1,1,1
130,2013,257.98,0,1,0
130,2014,256.55,0,1,0
130,2015,270.98,1,1,1
130,2016,282.03,1,1,1
130,2017,271.77,1,1,1
131,2013,298.86,0,0,0
131,2014,289.53,0,0,0
131,2015,302.06,0,0,1
131,2016,292.85,0,0,1
131,2017,299.38,0,0,1
132,2013,308.61,0,1,0
132,2014,304.22,0,1,0
132,2015,317.06,1,1,1
132,2016,329.04,1,1,1
132,2017,328.97,1,1,1
133,2013,283.83,0,1,0
133,2014,288.46,0,1,0
133,2015,303.06,1,1,1
133,2016,301.07,1,1,1
133,2017,306.63,1,1,1
134,2013,282.88,0,0,0
134,2014,288.82,0,0,0
134,2015,282.37,0,0,1
134,2016,288.48,0,0,1
134,2017,287.77,0,0,1
135,2013,258.88,0,0,0
135,2014,265.31,0,0,0
135,2015,266.16,0,0,1
135,2016,277.28,0,0,1
135,2017,272.25,0,0,1
136,2013,296.78,0,0,0
136,2014,299.42,0,0,0
136,2015,300.11,0,0,1
136,2016,297.75,0,0,1
136,2017,291.1,0,0,1
137,2013,288.96,0,0,0
137,2014,291.12,0,0,0
137,2015,292.5,0,0,1
137,2016,296.08,0,0,1
137,2017,296.22,0,0,1
138,2013,278.73,0,0,0
138,2014,278.59,0,0,0
138,2015,282.5,0,0,1
138,2016,284.8,0,0,1
138,2017,287.78,0,0,1
139,2013,304.52,0,1,0
139,2014,302.52,0,1,0
139,2015,315.19,1,1,1
139,2016,319.7,1,1,1
139,2017,318.23,1,1,1
140,2013,266.71,0,1,0
140,2014,264.33,0,1,0
140,2015,279.95,1,1,1
140,2016,284.83,1,1,1
140,2017,285.7,1,1,1
141,2013,271.46,0,0,0
141,2014,275.91,0,0,0
141,2015,282.63,0,0,1
141,2016,272.08,0,0,1
141,2017,283.44,0,0,1
142,2013,275.82,0,0,0
142,2014,290.53,0,0,0
142,2015,286.75,0,0,1
142,2016,286.87,0,0,1
142,2017,293.71,0,0,1
143,2013,293.62,0,1,0
143,2014,295.9,0,1,0
143,2015,299.87,1,1,1
143,2016,304.66,1,1,1
143,2017,309.21,1,1,1
144,2013,265.22,0,0,0
144,2014,265.44,0,0,0
144,2015,266.84,0,0,1
144,2016,264.2,0,0,1
144,2017,270.91,0,0,1
145,2013,311.94,0,0,0
145,2014,313.73,0,0,0
145,2015,302.28,0,0,1
145,2016,298.68,0,0,1
145,2017,314.85,0,0,1
146,2013,302.28,0,1,0
146,2014,293.2,0,1,0
146,2015,307.31,1,1,1
146,2016,306.51,1,1,1
146,2017,317.76,1,1,1
147,2013,264.86,0,0,0
147,2014,276.64,0,0,0
147,2015,265.97,0,0,1
147,2016,270.45,0,0,1
147,2017,275.29,0,0,1
148,2013,281.75,0,0,0
148,2014,281.56,0,0,0
148,2015,284.07,0,0,1
148,2016,285.09,0,0,1
148,2017,285.06,0,0,1
149,2013,314.09,0,1,0
149,2014,313.13,0,1,0
149,2015,325.56,1,1,1
149,2016,327.14,1,1,1
149,2017,328.6,1,1,1
150,2013,264.54,0,0,0
150,2014,266.51,0,0,0
150,2015,278.66,0,0,1
150,2016,279.99,0,0,1
150,2017,278.35,0,0,1
151,2013,281.11,0,1,0
151,2014,279.23,0,1,0
151,2015,290.37,1,1,1
151,2016,297.54,1,1,1
151,2017,300.58,1,1,1
152,2013,303.9,0,1,0
152,2014,300.11,0,1,0
152,2015,326.05,1,1,1
152,2016,323.25,1,1,1
152,2017,321.14,1,1,1
153,2013,273.01,0,1,0
153,2014,275.83,0,1,0
153,2015,283.79,1,1,1
153,2016,283.37,1,1,1
153,2017,282.27,1,1,1
154,2013,276.78,0,0,0
154,2014,278.78,0,0,0
154,2015,284.71,0,0,1
154,2016,299.03,0,0,1
154,2017,298.42,0,0,1
155,2013,313.72,0,0,0
155,2014,308.4,0,0,0
155,2015,316.88,0,0,1
155,2016,315.4,0,0,1
155,2017,314.53,0,0,1
156,2013,296.67,0,0,0
156,2014,302.11,0,0,0
156,2015,304.46,0,0,1
156,2016,295.6,0,0,1
156,2017,308.03,0,0,1
157,2013,295.7,0,1,0
157,2014,311.43,0,1,0
157,2015,310.46,1,1,1
157,2016,320.91,1,1,1
157,2017,328.49,1,1,1
158,2013,301.29,0,1,0
158,2014,305.88,0,1,0
158,2015,315.71,1,1,1
158,2016,313.88,1,1,1
158,2017,318.76,1,1,1
159,2013,304.44,0,1,0
159,2014,316.0,0,1,0
159,2015,323.41,1,1,1
159,2016,322.4,1,1,1
159,2017,325.13,1,1,1
160,2013,270.99,0,1,0
160,2014,273.76,0,1,0
160,2015,281.66,1,1,1
160,2016,289.77,1,1,1
160,2017,282.61,1,1,1
161,2013,307.72,0,0,0
161,2014,309.86,0,0,0
161,2015,302.37,0,0,1
161,2016,308.24,0,0,1
161,2017,310.95,0,0,1
162,2013,257.45,0,0,0
162,2014,256.99,0,0,0
162,2015,259.55,0,0,1
162,2016,258.79,0,0,1
162,2017,262.59,0,0,1
163,2013,271.21,0,0,0
163,2014,280.49,0,0,0
163,2015,294.15,0,0,1
163,2016,290.57,0,0,1
163,2017,285.87,0,0,1
164,2013,250.55,0,0,0
164,2014,246.11,0,0,0
164,2015,264.4,0,0,1
164,2016,257.1,0,0,1
164,2017,264.64,0,0,1
165,2013,263.22,0,0,0
165,2014,276.01,0,0,0
165,2015,272.47,0,0,1
165,2016,278.71,0,0,1
165,2017,272.21,0,0,1
166,2013,310.15,0,1,0
166,2014,307.46,0,1,0
166,2015,323.47,1,1,1
166,2016,324.31,1,1,1
166,2017,320.04,1,1,1
167,2013,282.23,0,1,0
167,2014,275.24,0,1,0
167,2015,282.25,1,1,1
167,2016,296.52,1,1,1
167,2017,300.93,1,1,1
168,2013,267.08,0,0,0
168,2014,272.5,0,0,0
168,2015,283.81,0,0,1
168,2016,286.7,0,0,1
168,2017,273.81,0,0,1
169,2013,285.12,0,1,0
169,2014,283.1,0,1,0
169,2015,300.55,1,1,1
169,2016,303.97,1,1,1
169,2017,300.24,1,1,1
170,2013,303.28,0,1,0
170,2014,311.19,0,1,0
170,2015,324.73,1,1,1
170,2016,312.13,1,1,1
170,2017,319.58,1,1,1
171,2013,330.59,0,1,0
171,2014,327.85,0,1,0
171,2015,345.59,1,1,1
171,2016,357.12,1,1,1
171,2017,344.92,1,1,1
172,2013,305.04,0,1,0
172,2014,301.45,0,1,0
172,2015,318.46,1,1,1
172,2016,325.55,1,1,1
172,2017,324.4,1,1,1
173,2013,312.65,0,0,0
173,2014,312.74,0,0,0
173,2015,311.02,0,0,1
173,2016,312.62,0,0,1
173,2017,314.97,0,0,1
174,2013,301.14,0,1,0
174,2014,298.23,0,1,0
174,2015,308.21,1,1,1
174,2016,304.09,1,1,1
174,2017,316.36,1,1,1
175,2013,286.95,0,0,0
175,2014,287.73,0,0,0
175,2015,306.56,0,0,1
175,2016,298.58,0,0,1
175,2017,308.08,0,0,1
176,2013,252.14,0,0,0
176,2014,253.92,0,0,0
176,2015,262.39,0,0,1
176,2016,267.66,0,0,1
176,2017,272.1,0,0,1
177,2013,269.61,0,0,0
177,2014,275.38,0,0,0
177,2015,283.21,0,0,1
177,2016,272.28,0,0,1
177,2017,288.43,0,0,1
178,2013,299.7,0,0,0
178,2014,305.44,0,0,0
178,2015,313.02,0,0,1
178,2016,304.46,0,0,1
178,2017,314.96,0,0,1
179,2013,278.13,0,1,0
179,2014,283.98,0,1,0
179,2015,293.79,1,1,1
179,2016,300.55,1,1,1
179,2017,304.38,1,1,1
180,2013,265.94,0,0,0
180,2014,278.39,0,0,0
180,2015,281.89,0,0,1
180,2016,290.59,0,0,1
180,2017,283.92,0,0,1
181,2013,252.92,0,0,0
181,2014,253.38,0,0,0
181,2015,264.64,0,0,1
181,2016,266.22,0,0,1
181,2017,265.18,0,0,1
182,2013,282.46,0,0,0
182,2014,279.93,0,0,0
182,2015,273.3,0,0,1
182,2016,282.31,0,0,1
182,2017,285.62,0,0,1
183,2013,261.34,0,0,0
183,2014,277.12,0,0,0
183,2015,277.17,0,0,1
183,2016,274.5,0,0,1
183,2017,272.02,0,0,1
184,2013,270.23,0,1,0
184,2014,284.16,0,1,0
184,2015,291.36,1,1,1
184,2016,288.17,1,1,1
184,2017,294.33,1,1,1
185,2013,278.74,0,1,0
185,2014,278.32,0,1,0
185,2015,289.88,1,1,1
185,2016,295.94,1,1,1
185,2017,299.96,1,1,1
186,2013,288.45,0,1,0
186,2014,290.83,0,1,0
186,2015,308.01,1,1,1
186,2016,301.89,1,1,1
186,2017,304.08,1,1,1
